,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
183,AZE2_V__9574,Unassigned,Unassigned,Unassigned,766_0,Clustered,2,VC_766_0,2,0.2221,0.91237788,0.2026,1,1,1,1.0
184,AZE7_V__120,Unassigned,Unassigned,Unassigned,767_0,Clustered,3,VC_767_0,3,0.3188,0.99844147,0.3183,1,1,1,1.0
185,AZE7_V__587,Unassigned,Unassigned,Unassigned,650_0,Clustered,2,VC_650_0,2,0.539,0.88216004,0.4755,1,1,1,1.0
186,AZE7_V__6415,Unassigned,Unassigned,Unassigned,778_0,Clustered,2,VC_778_0,2,0.4707,0.5,0.2354,1,1,1,1.0
187,AZE7_V__72,Unassigned,Unassigned,Unassigned,234_0,Clustered,5,VC_234_0,5,0.0999,0.99135897,0.099,1,1,1,1.0
188,AZE7_V__7745,Unassigned,Unassigned,Unassigned,408_0,Clustered,2,VC_408_0,2,0.2058,0.94302551,0.194,1,1,1,1.0
189,AZJ10_V__41,Unassigned,Unassigned,Unassigned,87_0,Clustered,3,VC_87_0,3,0.4725,0.99808052,0.4716,1,1,1,1.0
190,AZJ10_V__8579,Unassigned,Unassigned,Unassigned,415_0,Clustered,26,VC_415_0,26,0.9681,1.0,0.9681,6,2,2,0.9662
191,AZJ1_V__1063,Unassigned,Unassigned,Unassigned,649_0,Clustered,17,VC_649_0,17,0.5497,1.0,0.5497,1,1,1,1.0
192,AZJ1_V__12,Unassigned,Unassigned,Unassigned,438_0,Clustered,2,VC_438_0,2,0.753,0.5,0.3765,1,1,1,1.0
193,AZJ1_V__1496,Unassigned,Unassigned,Unassigned,27_1,Clustered,18,VC_27_1,18,0.2996,1.0,0.2996,1,1,1,0.8497
194,AZJ1_V__293,Unassigned,Unassigned,Unassigned,443_0,Clustered,7,VC_443_0,7,0.6097,0.99999981,0.6097,1,1,1,0.9048
195,AZJ1_V__3521,Unassigned,Unassigned,Unassigned,334_1,Clustered,10,VC_334_1,10,0.3216,1.0,0.3216,1,1,1,1.0
196,AZJ1_V__427,Unassigned,Unassigned,Unassigned,804_0,Clustered,2,VC_804_0,2,1.0,1.0,1.0,1,1,1,1.0
197,AZJ1_V__492,Unassigned,Unassigned,Unassigned,864_0,Clustered/Singleton,1,VC_864_0,1,0.0,1.0,0.0,1,1,1,1.0
198,AZJ1_V__505,Unassigned,Unassigned,Unassigned,789_0,Clustered,3,VC_789_0,3,0.771,0.98155579,0.7567,1,1,1,1.0
199,AZJ1_V__596,Unassigned,Unassigned,Unassigned,32_0,Clustered,5,VC_32_0,5,0.3716,0.99999995,0.3716,1,1,1,1.0
200,AZJ1_V__8028,Unassigned,Unassigned,Unassigned,813_0,Clustered,2,VC_813_0,2,1.0,1.0,1.0,1,1,1,1.0
201,AZJ1_V__960,Unassigned,Unassigned,Unassigned,105_0,Clustered,15,VC_105_0,15,0.2793,1.0,0.2793,1,1,1,0.9714
202,AZJ1_V__9939,Unassigned,Unassigned,Unassigned,814_0,Clustered,2,VC_814_0,2,0.2983,0.5,0.1492,1,1,1,1.0
203,AZJ6_V__37,Unassigned,Unassigned,Unassigned,520_0,Clustered/Singleton,1,VC_520_0,1,0.0,1.0,0.0,1,1,1,1.0
204,AZJ6_V__7837,Unassigned,Unassigned,Unassigned,816_0,Clustered,2,VC_816_0,2,1.0,1.0,1.0,1,1,1,1.0
205,AZK1_V__10161,Unassigned,Unassigned,Unassigned,558_0,Clustered,11,VC_558_0,11,0.8082,1.0,0.8082,1,1,1,1.0
206,AZK1_V__1214,Unassigned,Unassigned,Unassigned,241_0,Clustered,4,VC_241_0,4,0.2111,0.99929614,0.211,1,1,1,1.0
207,AZK1_V__1305,Unassigned,Unassigned,Unassigned,319_0,Clustered,10,VC_319_0,10,0.2782,1.0,0.2782,1,1,1,0.8889
208,AZK1_V__1354,Unassigned,Unassigned,Unassigned,83_0,Clustered,13,VC_83_0,13,0.2792,1.0,0.2792,1,1,1,0.8333
209,AZK1_V__1671,Unassigned,Unassigned,Unassigned,139_0,Clustered,4,VC_139_0,4,0.1493,0.99998315,0.1493,1,1,1,1.0
210,AZK1_V__1715,Unassigned,Unassigned,Unassigned,817_0,Clustered,2,VC_817_0,2,1.0,1.0,1.0,1,1,1,1.0
211,AZK1_V__1967,Unassigned,Unassigned,Unassigned,818_0,Clustered,2,VC_818_0,2,0.4168,0.5,0.2084,1,1,1,1.0
212,AZK1_V__3178,Unassigned,Unassigned,Unassigned,821_0,Clustered,2,VC_821_0,2,0.7777,0.5,0.3888,1,1,1,1.0
213,AZK1_V__3188,Unassigned,Unassigned,Unassigned,612_0,Clustered,22,VC_612_0,22,0.558,1.0,0.558,1,1,1,1.0
214,AZK1_V__3772,Unassigned,Unassigned,Unassigned,612_0,Clustered,22,VC_612_0,22,0.558,1.0,0.558,1,1,1,1.0
215,AZK1_V__4048,Unassigned,Unassigned,Unassigned,58_0,Clustered,30,VC_58_0,30,0.298,1.0,0.298,1,1,1,1.0
216,AZK1_V__5153,Unassigned,Unassigned,Unassigned,177_0,Clustered,2,VC_177_0,2,0.0635,0.8820484,0.056,1,1,1,1.0
217,AZK1_V__5559,Unassigned,Unassigned,Unassigned,838_0,Clustered,2,VC_838_0,2,0.4772,0.5,0.2386,1,1,1,1.0
218,AZK1_V__563,Unassigned,Unassigned,Unassigned,697_0,Clustered,6,VC_697_0,6,0.3881,0.99998426,0.3881,1,1,1,1.0
219,AZK1_V__7849,Unassigned,Unassigned,Unassigned,842_0,Clustered,2,VC_842_0,2,0.1477,0.89849145,0.1327,1,1,1,1.0
220,AZK1_V__9423,Unassigned,Unassigned,Unassigned,845_0,Clustered,3,VC_845_0,3,0.3798,0.75627335,0.2872,1,1,1,1.0
221,AZK1_V__9723,Unassigned,Unassigned,Unassigned,638_0,Clustered,6,VC_638_0,6,0.1438,0.93944105,0.1351,1,1,1,1.0
222,AZO8_V__1251,Unassigned,Unassigned,Unassigned,120_2,Clustered/Singleton,1,VC_120_2,1,0.0,1.0,0.0,1,1,1,1.0
223,AZO8_V__1555,Unassigned,Unassigned,Unassigned,337_0,Clustered,2,VC_337_0,2,0.0479,0.95594687,0.0458,1,1,1,1.0
224,AZO8_V__1610,Unassigned,Unassigned,Unassigned,65_0,Clustered,6,VC_65_0,6,0.2589,0.99771087,0.2583,1,1,1,1.0
225,AZO8_V__1742,Unassigned,Unassigned,Unassigned,613_0,Clustered,12,VC_613_0,12,0.4545,0.99999719,0.4545,1,1,1,1.0
226,AZO8_V__1917,Unassigned,Unassigned,Unassigned,853_0,Clustered,2,VC_853_0,2,0.1582,0.88544906,0.1401,1,1,1,1.0
227,AZO8_V__2224,Unassigned,Unassigned,Unassigned,411_0,Clustered,4,VC_411_0,4,0.3534,0.99961842,0.3533,1,1,1,1.0
228,AZO8_V__3515,Unassigned,Unassigned,Unassigned,856_0,Clustered,3,VC_856_0,3,1.0,0.0,0.0,1,1,1,1.0
229,AZO8_V__5523,Unassigned,Unassigned,Unassigned,857_0,Clustered,4,VC_857_0,4,0.6895,0.99967849,0.6893,1,1,1,1.0
230,AZO9_V__1044,Unassigned,Unassigned,Unassigned,58_0,Clustered,30,VC_58_0,30,0.298,1.0,0.298,1,1,1,1.0
231,AZO9_V__1725,Unassigned,Unassigned,Unassigned,785_0,Clustered,2,VC_785_0,2,0.7152,0.87921671,0.6288,1,2,2,1.0
232,AZO9_V__1938,Unassigned,Unassigned,Unassigned,859_0,Clustered,2,VC_859_0,2,1.0,1.0,1.0,1,1,1,1.0
233,AZO9_V__1950,Unassigned,Unassigned,Unassigned,66_0,Clustered,2,VC_66_0,2,0.2211,0.6381632,0.1411,1,1,1,1.0
234,AZO9_V__2686,Unassigned,Unassigned,Unassigned,627_0,Clustered/Singleton,1,VC_627_0,1,0.0,1.0,0.0,1,1,1,1.0
235,AZO9_V__3535,Unassigned,Unassigned,Unassigned,779_0,Clustered,30,VC_779_0,30,0.7195,1.0,0.7195,2,2,2,1.0
236,AZO9_V__559,Unassigned,Unassigned,Unassigned,67_0,Clustered,15,VC_67_0,15,0.2606,1.0,0.2606,1,1,1,0.9905
237,AZO9_V__5936,Unassigned,Unassigned,Unassigned,278_0,Clustered,7,VC_278_0,7,0.2148,1.0,0.2148,1,1,1,1.0
238,AZO9_V__7331,Unassigned,Unassigned,Unassigned,870_0,Clustered,3,VC_870_0,3,0.667,0.96318086,0.6425,1,1,1,1.0
239,AZO9_V__7435,Unassigned,Unassigned,Unassigned,845_0,Clustered,3,VC_845_0,3,0.3798,0.75627335,0.2872,1,1,1,1.0
240,AZO9_V__8608,Unassigned,Unassigned,Unassigned,871_0,Clustered,2,VC_871_0,2,1.0,1.0,1.0,1,1,1,1.0
241,AZP1_V__1116,Unassigned,Unassigned,Unassigned,487_0,Clustered,6,VC_487_0,6,0.1095,0.99999872,0.1095,1,1,1,1.0
242,AZP1_V__1348,Unassigned,Unassigned,Unassigned,875_0,Clustered,6,VC_875_0,6,0.2578,0.99999993,0.2578,1,1,1,1.0
243,AZP1_V__1916,Unassigned,Unassigned,Unassigned,880_0,Clustered,2,VC_880_0,2,0.0673,0.56281647,0.0379,1,1,1,1.0
244,AZP1_V__224,Unassigned,Unassigned,Unassigned,207_0,Clustered,22,VC_207_0,22,0.4255,1.0,0.4255,2,2,2,0.8009
245,AZP1_V__2299,Unassigned,Unassigned,Unassigned,311_0,Clustered,6,VC_311_0,6,0.7894,0.99999986,0.7894,1,1,1,1.0
246,AZP1_V__2690,Unassigned,Unassigned,Unassigned,877_0,Clustered,14,VC_877_0,14,0.4167,0.99999999,0.4167,1,1,1,1.0
247,AZP1_V__3135,Unassigned,Unassigned,Unassigned,218_0,Clustered,3,VC_218_0,3,0.3405,0.99766194,0.3397,1,1,1,1.0
248,AZP1_V__37,Unassigned,Unassigned,Unassigned,520_1,Clustered/Singleton,1,VC_520_1,1,0.0,1.0,0.0,1,1,1,1.0
249,AZP1_V__4000,Unassigned,Unassigned,Unassigned,435_0,Clustered,2,VC_435_0,2,0.0226,0.91473599,0.0206,1,1,1,1.0
250,AZP1_V__436,Unassigned,Unassigned,Unassigned,703_0,Clustered,4,VC_703_0,4,0.0882,0.999895,0.0882,1,1,1,1.0
251,AZP1_V__5122,Unassigned,Unassigned,Unassigned,883_0,Clustered,2,VC_883_0,2,0.2158,0.87124101,0.188,1,1,1,1.0
252,AZP1_V__5462,Unassigned,Unassigned,Unassigned,658_1,Clustered/Singleton,1,VC_658_1,1,0.0,1.0,0.0,1,1,1,1.0
253,AZP1_V__5636,Unassigned,Unassigned,Unassigned,487_0,Clustered,6,VC_487_0,6,0.1095,0.99999872,0.1095,1,1,1,1.0
254,AZP1_V__5662,Unassigned,Unassigned,Unassigned,875_0,Clustered,6,VC_875_0,6,0.2578,0.99999993,0.2578,1,1,1,1.0
255,AZP1_V__5802,Unassigned,Unassigned,Unassigned,660_0,Clustered,2,VC_660_0,2,0.2732,0.89435023,0.2444,1,1,1,1.0
256,AZP1_V__5879,Unassigned,Unassigned,Unassigned,43_0,Clustered/Singleton,1,VC_43_0,1,0.0,1.0,0.0,1,1,1,1.0
257,AZP1_V__592,Unassigned,Unassigned,Unassigned,698_0,Clustered,8,VC_698_0,8,0.4832,1.0,0.4832,2,2,2,1.0
258,AZP1_V__6192,Unassigned,Unassigned,Unassigned,683_0,Clustered,4,VC_683_0,4,0.5857,0.9450903,0.5535,1,1,1,1.0
259,AZP1_V__6383,Unassigned,Unassigned,Unassigned,576_0,Clustered,2,VC_576_0,2,0.2113,0.80863346,0.1708,1,1,1,1.0
260,AZP1_V__639,Unassigned,Unassigned,Unassigned,910_0,Clustered,3,VC_910_0,3,0.5071,0.80676188,0.4091,1,1,1,1.0
261,AZP1_V__680,Unassigned,Unassigned,Unassigned,738_0,Clustered,6,VC_738_0,6,0.6001,0.99768229,0.5987,1,1,1,1.0
262,AZP1_V__7087,Unassigned,Unassigned,Unassigned,257_0,Clustered,3,VC_257_0,3,0.2323,0.99840992,0.232,1,1,1,1.0
263,AZP1_V__7162,Unassigned,Unassigned,Unassigned,134_1,Clustered/Singleton,1,VC_134_1,1,0.0,1.0,0.0,1,1,1,1.0
264,AZP1_V__8,Unassigned,Unassigned,Unassigned,804_0,Clustered,2,VC_804_0,2,1.0,1.0,1.0,1,1,1,1.0
265,AZP1_V__8354,Unassigned,Unassigned,Unassigned,574_0,Clustered,2,VC_574_0,2,1.0,1.0,1.0,1,1,1,1.0
266,AZP1_V__8641,Unassigned,Unassigned,Unassigned,16_0,Clustered,16,VC_16_0,16,0.2795,1.0,0.2795,1,1,1,0.9667
267,AZP1_V__9470,Unassigned,Unassigned,Unassigned,932_0,Clustered,2,VC_932_0,2,1.0,1.0,1.0,1,1,1,1.0
268,AZP1_V__9710,Unassigned,Unassigned,Unassigned,558_0,Clustered,11,VC_558_0,11,0.8082,1.0,0.8082,1,1,1,1.0
269,AZP2_V__1332,Unassigned,Unassigned,Unassigned,27_6,Clustered/Singleton,1,VC_27_6,1,0.0,1.0,0.0,1,1,1,1.0
270,AZP2_V__2059,Unassigned,Unassigned,Unassigned,1483_0,Clustered/Singleton,1,VC_1483_0,1,0.0,1.0,0.0,1,1,1,1.0
271,AZP2_V__2127,Unassigned,Unassigned,Unassigned,127_0,Clustered,3,VC_127_0,3,0.2276,0.97765734,0.2225,1,1,1,1.0
272,AZP2_V__2282,Unassigned,Unassigned,Unassigned,939_0,Clustered,3,VC_939_0,3,0.362,0.613585,0.2221,1,1,1,1.0
273,AZP2_V__4109,Unassigned,Unassigned,Unassigned,824_0,Clustered,3,VC_824_0,3,0.0717,0.99336496,0.0712,1,1,1,1.0
274,AZP2_V__4748,Unassigned,Unassigned,Unassigned,943_0,Clustered,2,VC_943_0,2,1.0,1.0,1.0,1,1,1,1.0
275,AZP2_V__5521,Unassigned,Unassigned,Unassigned,40_0,Clustered,7,VC_40_0,7,0.2633,0.99814464,0.2628,1,1,1,1.0
276,AZP2_V__5848,Unassigned,Unassigned,Unassigned,927_0,Clustered,2,VC_927_0,2,0.0707,0.77337265,0.0547,1,1,1,1.0
277,AZP2_V__6064,Unassigned,Unassigned,Unassigned,944_0,Clustered,2,VC_944_0,2,0.2965,0.72985431,0.2164,1,1,1,1.0
278,AZP2_V__6192,Unassigned,Unassigned,Unassigned,663_0,Clustered,2,VC_663_0,2,0.0,1.0,0.0,1,1,1,1.0
279,AZP2_V__6973,Unassigned,Unassigned,Unassigned,58_2,Clustered/Singleton,1,VC_58_2,1,0.0,1.0,0.0,1,1,1,1.0
280,AZP2_V__7344,Unassigned,Unassigned,Unassigned,334_0,Clustered,6,VC_334_0,6,0.1359,1.0,0.1359,1,1,1,1.0
281,AZP2_V__7508,Unassigned,Unassigned,Unassigned,945_0,Clustered,2,VC_945_0,2,0.2849,0.6381632,0.1818,1,1,1,1.0
282,AZP2_V__7780,Unassigned,Unassigned,Unassigned,946_0,Clustered,3,VC_946_0,3,0.218,0.76252073,0.1663,1,1,1,1.0
283,AZP2_V__8135,Unassigned,Unassigned,Unassigned,855_0,Clustered,4,VC_855_0,4,0.2262,0.99848971,0.2259,1,1,1,1.0
284,AZP2_V__8329,Unassigned,Unassigned,Unassigned,62_0,Clustered,20,VC_62_0,20,0.4316,1.0,0.4316,1,1,1,0.9947
285,AZP2_V__9073,Unassigned,Unassigned,Unassigned,58_0,Clustered,30,VC_58_0,30,0.298,1.0,0.298,1,1,1,1.0
286,AZP2_V__9086,Unassigned,Unassigned,Unassigned,67_0,Clustered,15,VC_67_0,15,0.2606,1.0,0.2606,1,1,1,0.9905
287,AZP2_V__923,Unassigned,Unassigned,Unassigned,412_0,Clustered/Singleton,1,VC_412_0,1,0.0,1.0,0.0,1,1,1,1.0
288,AZR1_V__12,Unassigned,Unassigned,Unassigned,37_2,Clustered/Singleton,1,VC_37_2,1,0.0,1.0,0.0,1,1,1,1.0
289,AZS0_V__1251,Unassigned,Unassigned,Unassigned,176_0,Clustered,8,VC_176_0,8,0.2303,1.0,0.2303,1,2,2,1.0
290,AZS0_V__1417,Unassigned,Unassigned,Unassigned,334_2,Clustered,9,VC_334_2,9,0.2108,1.0,0.2108,1,1,1,0.8333
291,AZS0_V__271,Unassigned,Unassigned,Unassigned,956_0,Clustered,3,VC_956_0,3,0.7987,0.99188498,0.7922,1,1,1,1.0
292,AZS0_V__2834,Unassigned,Unassigned,Unassigned,338_0,Clustered,3,VC_338_0,3,0.0779,0.96844602,0.0754,1,1,1,1.0
293,AZS0_V__4204,Unassigned,Unassigned,Unassigned,225_1,Clustered/Singleton,1,VC_225_1,1,0.0,1.0,0.0,1,1,1,1.0
294,AZS0_V__593,Unassigned,Unassigned,Unassigned,217_2,Clustered/Singleton,1,VC_217_2,1,0.0,1.0,0.0,1,1,1,1.0
295,AZS1_V__1364,Unassigned,Unassigned,Unassigned,959_0,Clustered,2,VC_959_0,2,0.1309,0.86635419,0.1134,1,1,1,1.0
296,AZS1_V__1599,Unassigned,Unassigned,Unassigned,237_0,Clustered,4,VC_237_0,4,0.5225,0.9999594,0.5225,1,1,1,1.0
297,AZS1_V__162,Unassigned,Unassigned,Unassigned,334_1,Clustered,10,VC_334_1,10,0.3216,1.0,0.3216,1,1,1,1.0
298,AZS1_V__1771,Unassigned,Unassigned,Unassigned,55_1,Clustered/Singleton,1,VC_55_1,1,0.0,1.0,0.0,1,1,1,1.0
299,AZS1_V__2130,Unassigned,Unassigned,Unassigned,232_0,Clustered,2,VC_232_0,2,0.3599,0.89847992,0.3233,1,1,1,1.0
300,AZS1_V__2550,Unassigned,Unassigned,Unassigned,196_0,Clustered,9,VC_196_0,9,0.2359,1.0,0.2359,1,1,1,1.0
301,AZS1_V__2687,Unassigned,Unassigned,Unassigned,143_0,Clustered,22,VC_143_0,22,0.3576,1.0,0.3576,1,1,1,0.9654
302,AZS1_V__2895,Unassigned,Unassigned,Unassigned,961_0,Clustered/Singleton,1,VC_961_0,1,0.0,1.0,0.0,1,1,1,1.0
303,AZS1_V__3115,Unassigned,Unassigned,Unassigned,64_0,Clustered/Singleton,1,VC_64_0,1,0.0,1.0,0.0,1,1,1,1.0
304,AZS1_V__4244,Unassigned,Unassigned,Unassigned,962_0,Clustered,2,VC_962_0,2,1.0,1.0,1.0,1,1,1,1.0
305,AZS1_V__4761,Unassigned,Unassigned,Unassigned,213_0,Clustered,3,VC_213_0,3,0.0991,0.99042582,0.0981,1,1,1,1.0
306,AZS1_V__4984,Unassigned,Unassigned,Unassigned,963_0,Clustered,2,VC_963_0,2,1.0,1.0,1.0,1,1,1,1.0
307,AZS1_V__6783,Unassigned,Unassigned,Unassigned,93_0,Clustered,15,VC_93_0,15,0.338,1.0,0.338,1,1,1,0.9524
308,AZS1_V__6931,Unassigned,Unassigned,Unassigned,905_0,Clustered/Singleton,1,VC_905_0,1,0.0,1.0,0.0,1,1,1,1.0
309,AZS1_V__7710,Unassigned,Unassigned,Unassigned,959_0,Clustered,2,VC_959_0,2,0.1309,0.86635419,0.1134,1,1,1,1.0
310,AZS2_V__10031,Unassigned,Unassigned,Unassigned,965_0,Clustered,2,VC_965_0,2,0.4007,0.72985431,0.2925,1,1,1,1.0
311,AZS2_V__1526,Unassigned,Unassigned,Unassigned,356_0,Clustered,2,VC_356_0,2,0.0286,0.5913792,0.0169,1,1,1,1.0
312,AZS2_V__2229,Unassigned,Unassigned,Unassigned,231_0,Clustered,15,VC_231_0,15,0.5189,1.0,0.5189,1,1,1,1.0
313,AZS2_V__3115,Unassigned,Unassigned,Unassigned,64_1,Clustered/Singleton,1,VC_64_1,1,0.0,1.0,0.0,1,1,1,1.0
314,AZS2_V__3521,Unassigned,Unassigned,Unassigned,334_1,Clustered,10,VC_334_1,10,0.3216,1.0,0.3216,1,1,1,1.0
315,AZT2_V__12,Unassigned,Unassigned,Unassigned,37_0,Clustered,6,VC_37_0,6,0.2834,0.99976528,0.2834,1,1,1,0.9333
316,AZT2_V__1753,Unassigned,Unassigned,Unassigned,108_0,Clustered,32,VC_108_0,32,0.7011,1.0,0.7011,2,2,2,0.9758
317,AZT2_V__3555,Unassigned,Unassigned,Unassigned,838_0,Clustered,2,VC_838_0,2,0.4772,0.5,0.2386,1,1,1,1.0
318,AZT2_V__38,Unassigned,Unassigned,Unassigned,555_0,Clustered,3,VC_555_0,3,0.0903,0.99619975,0.0899,1,1,1,1.0
319,AZT2_V__4771,Unassigned,Unassigned,Unassigned,319_0,Clustered,10,VC_319_0,10,0.2782,1.0,0.2782,1,1,1,0.8889
320,AZT2_V__5006,Unassigned,Unassigned,Unassigned,974_0,Clustered,2,VC_974_0,2,0.4708,0.81445332,0.3835,1,1,1,1.0
321,AZT2_V__5559,Unassigned,Unassigned,Unassigned,666_0,Clustered,2,VC_666_0,2,0.3039,0.94884363,0.2884,1,1,1,1.0
322,AZT2_V__571,Unassigned,Unassigned,Unassigned,733_0,Clustered,4,VC_733_0,4,0.0881,0.99981107,0.0881,1,1,1,1.0
323,AZT2_V__5811,Unassigned,Unassigned,Unassigned,863_0,Clustered,3,VC_863_0,3,0.1341,0.99462474,0.1334,1,1,1,1.0
324,AZT2_V__596,Unassigned,Unassigned,Unassigned,32_0,Clustered,5,VC_32_0,5,0.3716,0.99999995,0.3716,1,1,1,1.0
325,AZT2_V__6270,Unassigned,Unassigned,Unassigned,770_0,Clustered,2,VC_770_0,2,0.0199,0.73194957,0.0145,1,1,1,1.0
326,AZT2_V__7217,Unassigned,Unassigned,Unassigned,885_0,Clustered/Singleton,1,VC_885_0,1,0.0,1.0,0.0,1,1,1,1.0
327,AZT2_V__7541,Unassigned,Unassigned,Unassigned,265_0,Clustered,5,VC_265_0,5,0.2105,0.99730372,0.2099,1,1,1,1.0
328,AZT2_V__8260,Unassigned,Unassigned,Unassigned,980_0,Clustered,3,VC_980_0,3,0.3027,0.76789284,0.2324,1,1,1,1.0
329,AZT2_V__8526,Unassigned,Unassigned,Unassigned,644_0,Clustered,5,VC_644_0,5,0.4134,0.99042634,0.4094,1,1,1,1.0
330,AZV1_V__10045,Unassigned,Unassigned,Unassigned,856_0,Clustered,3,VC_856_0,3,1.0,0.0,0.0,1,1,1,1.0
331,AZV1_V__10247,Unassigned,Unassigned,Unassigned,220_0,Clustered/Singleton,1,VC_220_0,1,0.0,1.0,0.0,1,1,1,1.0
332,AZV1_V__1091,Unassigned,Unassigned,Unassigned,983_0,Clustered,8,VC_983_0,8,0.6217,1.0,0.6217,1,1,1,1.0
333,AZV1_V__1185,Unassigned,Unassigned,Unassigned,346_0,Clustered,2,VC_346_0,2,0.0344,0.52763952,0.0181,1,1,1,1.0
334,AZV1_V__1192,Unassigned,Unassigned,Unassigned,790_0,Clustered,2,VC_790_0,2,0.102,0.82098412,0.0837,1,1,1,1.0
335,AZV1_V__1339,Unassigned,Unassigned,Unassigned,638_0,Clustered,6,VC_638_0,6,0.1438,0.93944105,0.1351,1,1,1,1.0
336,AZV1_V__1931,Unassigned,Unassigned,Unassigned,331_0,Clustered,4,VC_331_0,4,0.0839,0.98409321,0.0826,1,1,1,1.0
337,AZV1_V__1937,Unassigned,Unassigned,Unassigned,985_0,Clustered,2,VC_985_0,2,0.2654,0.6381632,0.1693,1,1,1,1.0
338,AZV1_V__2055,Unassigned,Unassigned,Unassigned,988_0,Clustered,2,VC_988_0,2,0.2046,0.8861,0.1813,1,1,1,1.0
339,AZV1_V__215,Unassigned,Unassigned,Unassigned,989_0,Clustered,4,VC_989_0,4,0.8453,0.98480859,0.8324,1,1,1,1.0
340,AZV1_V__2203,Unassigned,Unassigned,Unassigned,852_0,Clustered,4,VC_852_0,4,0.2758,0.99956964,0.2757,1,1,1,1.0
341,AZV1_V__2376,Unassigned,Unassigned,Unassigned,992_0,Clustered,3,VC_992_0,3,1.0,1.0,1.0,1,1,1,1.0
342,AZV1_V__2863,Unassigned,Unassigned,Unassigned,995_0,Clustered,4,VC_995_0,4,1.0,1.0,1.0,1,1,1,1.0
343,AZV1_V__293,Unassigned,Unassigned,Unassigned,443_0,Clustered,7,VC_443_0,7,0.6097,0.99999981,0.6097,1,1,1,0.9048
344,AZV1_V__2964,Unassigned,Unassigned,Unassigned,684_0,Clustered,2,VC_684_0,2,0.0842,0.95128498,0.0801,1,1,1,1.0
345,AZV1_V__3377,Unassigned,Unassigned,Unassigned,27_1,Clustered,18,VC_27_1,18,0.2996,1.0,0.2996,1,1,1,0.8497
346,AZV1_V__3524,Unassigned,Unassigned,Unassigned,999_0,Clustered,2,VC_999_0,2,1.0,1.0,1.0,1,1,1,1.0
347,AZV1_V__3534,Unassigned,Unassigned,Unassigned,878_0,Clustered,5,VC_878_0,5,0.3087,0.97008429,0.2995,1,1,1,1.0
348,AZV1_V__3661,Unassigned,Unassigned,Unassigned,1000_0,Clustered/Singleton,1,VC_1000_0,1,0.0,1.0,0.0,1,1,1,1.0
349,AZV1_V__4170,Unassigned,Unassigned,Unassigned,207_0,Clustered,22,VC_207_0,22,0.4255,1.0,0.4255,2,2,2,0.8009
350,AZV1_V__4457,Unassigned,Unassigned,Unassigned,970_0,Clustered,3,VC_970_0,3,0.0658,0.71079849,0.0468,1,1,1,1.0
351,AZV1_V__4514,Unassigned,Unassigned,Unassigned,906_0,Clustered/Singleton,1,VC_906_0,1,0.0,1.0,0.0,1,1,1,1.0
352,AZV1_V__4563,Unassigned,Unassigned,Unassigned,898_0,Clustered,2,VC_898_0,2,0.1003,0.61397052,0.0616,1,1,1,1.0
353,AZV1_V__4687,Unassigned,Unassigned,Unassigned,811_0,Clustered,2,VC_811_0,2,0.7168,0.72985431,0.5232,1,1,1,1.0
354,AZV1_V__4981,Unassigned,Unassigned,Unassigned,1011_0,Clustered,5,VC_1011_0,5,0.8738,0.98611817,0.8617,1,1,1,1.0
355,AZV1_V__5450,Unassigned,Unassigned,Unassigned,718_0,Clustered,2,VC_718_0,2,0.0491,0.69508298,0.0342,1,1,1,1.0
356,AZV1_V__5558,Unassigned,Unassigned,Unassigned,26_0,Clustered/Singleton,1,VC_26_0,1,0.0,1.0,0.0,1,1,1,1.0
357,AZV1_V__5885,Unassigned,Unassigned,Unassigned,63_0,Clustered,5,VC_63_0,5,0.0884,0.84403684,0.0746,1,1,1,1.0
358,AZV1_V__6384,Unassigned,Unassigned,Unassigned,365_0,Clustered,2,VC_365_0,2,0.0996,0.89232476,0.0889,1,1,1,1.0
359,AZV1_V__6988,Unassigned,Unassigned,Unassigned,99_0,Clustered,24,VC_99_0,24,0.4493,1.0,0.4493,1,3,2,0.9493
360,AZV1_V__7315,Unassigned,Unassigned,Unassigned,834_0,Clustered,4,VC_834_0,4,0.1889,0.97210544,0.1836,1,1,1,1.0
361,AZV1_V__7658,Unassigned,Unassigned,Unassigned,301_0,Clustered/Singleton,1,VC_301_0,1,0.0,1.0,0.0,1,1,1,1.0
362,AZV1_V__8011,Unassigned,Unassigned,Unassigned,93_0,Clustered,15,VC_93_0,15,0.338,1.0,0.338,1,1,1,0.9524
363,AZV1_V__8088,Unassigned,Unassigned,Unassigned,876_0,Clustered,3,VC_876_0,3,0.1111,0.76506354,0.085,1,1,1,1.0
364,AZV1_V__812,Unassigned,Unassigned,Unassigned,55_12,Clustered,4,VC_55_12,4,0.0742,0.99998528,0.0742,1,1,1,0.8333
365,AZV1_V__8137,Unassigned,Unassigned,Unassigned,1009_0,Clustered,2,VC_1009_0,2,0.3274,0.72985431,0.239,1,1,1,1.0
366,AZV1_V__8931,Unassigned,Unassigned,Unassigned,868_0,Clustered,6,VC_868_0,6,0.4553,0.99999136,0.4553,1,1,1,1.0
