contig_id	length	taxa_priority	taxid	Superkingdom	Phylum	Class	Order	Family	Genus	Species
G23J_7940V__8519	101809	2	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
BAJ2_V__7456	114905	2	2772077	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	crAssphage cr127_1
G23J_7943V__6840	122474	2	2772068	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	crAssphage cr8_1
AZB2_V__682	146652	2	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G01M_8340_V__99	195948	2	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
BAF2_V__2611	245037	2	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8533_V__2143	281253	2	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
BBD0_V__1911	298095	2	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
BAD2_V__2729	516502	2	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G23J_7924V__1424	532418	2	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
AWG0_V__6047	589714	2	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G21F_7881_V3__2273	607280	2	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G01M_8399_V__3413	635878	2	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G23J_7937V__4446	2500	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_8067V__3517	2502	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7947_V5__6003	2504	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7876_V1__5218	2504	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAC7_V__1105	2512	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
AZT2_V__5367	2513	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAC7_V__1125	2513	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G18F_V20__4590	2513	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7881_V3__3616	2515	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8418_V__1609	2517	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8396_V__9847	2519	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8067V__784	2522	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G03J_7875_V2__9579	2522	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V2__4522	2526	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8590_V__1122	2529	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAH1_V__8507	2532	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__5355	2532	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAY1_V__8560	2533	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZT2_V__8630	2536	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
AZS0_V__2834	2538	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAY6_V__4694	2538	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8405_V__7503	2538	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__8928	2542	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V9__8506	2544	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8653_V__4156	2547	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__9902	2547	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8414_V__3275	2548	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7881_V3__7916	2550	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8064V__8750	2551	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G21F_7876_V1__8058	2560	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAX1_V__694	2561	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAY1_V__6405	2561	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAW0_V__4701	2562	3	10841	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unknown	unknown
G03J_7879_V5__4541	2565	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8520_V__7930	2565	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G23J_8196V__4371	2567	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
AZV1_V__168	2570	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8768_V__5136	2575	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAX6_V__7481	2576	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7937V__4076	2580	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__3651	2585	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8197_V__2859	2585	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V9__4892	2588	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BBF1_V__2481	2588	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAM6_V__4638	2590	3	10860	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	unknown	unknown
AZV1_V__1707	2593	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8757_V__7944	2596	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BBD2_V__6787	2598	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8337_V__6504	2599	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAH1_V__7933	2600	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8653_V__8431	2602	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8519_V__2448	2603	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAW1_V__4542	2604	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8399_V__6295	2604	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G03J_7869_V4__4372	2607	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7876_V1__1349	2608	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_7937V__8164	2608	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7947_V5__2150	2609	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZR1_V__10216	2610	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAL2_V__8640	2610	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAM2_V__9309	2612	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7946_V4__5512	2613	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__4902	2614	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G18F_V18__1659	2614	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__27	2616	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZP1_V__5251	2617	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BBF1_V__5693	2620	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__10319	2624	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8418_V__7289	2624	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_7940V__9540	2627	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7947_V5__7031	2627	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
AZV1_V__2055	2627	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V20__5320	2629	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_7940V__2200	2631	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAM6_V__272	2635	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8418_V__5023	2637	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8653_V__8946	2638	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAL2_V__6939	2641	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8418_V__9463	2643	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZX2_V__1210	2644	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7947_V5__2830	2645	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAL2_V__8392	2647	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAW0_V__265	2648	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G01M_8399_V__5022	2650	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BBF1_V__5985	2652	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZR1_V__5002	2653	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAX1_V__6292	2656	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8519_V__9093	2658	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAX2_V__2897	2659	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7940V__10342	2663	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V9__2644	2667	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZO8_V__5523	2671	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
AZB1_V__5277	2671	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_7937V__9537	2672	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZB2_V__1946	2672	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__1633	2674	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8519_V__661	2674	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G23J_8067V__5682	2676	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7936V__9945	2677	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZV1_V__107	2678	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8418_V__6479	2682	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8653_V__7766	2683	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAW1_V__3102	2683	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8520_V__9078	2687	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZP1_V__8395	2687	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAH4_V__1251	2688	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__7312	2688	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8768_V__4248	2690	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAX1_V__6257	2692	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7878_V2__4968	2693	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J7928V2__4508	2695	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7878_V2__7611	2699	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7878_V2__3954	2702	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8060V__205	2705	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8588_V__7304	2707	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAH14_V__9386	2709	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8653_V__6943	2709	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G03J_7879_V5__4038	2710	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J7927V1__8109	2711	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7876_V1__4268	2719	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAX1_V__2295	2724	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8653_V__6512	2724	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7947_V5__7212	2725	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8520_V__5016	2728	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__9627	2731	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8337_V__1165	2732	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_8062V__7348	2733	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAS3_V__9442	2734	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAH1_V__3168	2734	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAH4_V__5043	2736	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAC3_V__3284	2736	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZT2_V__6270	2739	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZB2_V__4627	2739	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8533_V__10279	2740	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8064V__9361	2741	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8590_V__1855	2744	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8064V__9763	2744	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8064V__1369	2745	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7937V__4568	2746	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAY1_V__7477	2748	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAJ6_V__748	2750	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8067V__4758	2756	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G23J_7940V__9024	2756	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZC5_V__10092	2762	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAF2_V__8586	2768	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V12__2386	2769	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZE2_V__3988	2774	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__8723	2775	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7947_V5__10327	2775	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V9__7018	2779	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAL2_V__8669	2784	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7878_V2__8094	2785	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G01M_8197_V__6690	2791	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G01M_8653_V__5798	2795	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__9413	2795	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAJ6_V__8010	2799	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G05A_8347_V6__4202	2799	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V18__4314	2800	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_8196V__9840	2802	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAS3_V__2498	2806	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G03J_7869_V4__1370	2807	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZV1_V__3442	2810	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_8064V__2546	2811	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7946_V4__4553	2813	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8193_V__1189	2817	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8399_V__4741	2820	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G21F_7878_V2__10228	2822	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAM1_V__4729	2822	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAM1_V__4282	2823	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAY1_V__4869	2829	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__7374	2829	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_8062V__9570	2834	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAX2_V__1197	2838	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8396_V__9577	2843	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAH1_V__4906	2847	3	10501	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	unknown	unknown
BAS3_V__10317	2860	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7876_V1__8406	2866	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZV1_V__7577	2866	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8349_V__6976	2869	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8197_V__2004	2871	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8030V__2322	2873	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8337_V__2300	2875	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J7927V1__205	2880	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7940V__231	2884	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8768_V__7036	2884	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7878_V2__7618	2885	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G03J_7879_V5__3787	2894	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8349_V__3236	2896	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
BAX1_V__5192	2901	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAJ6_V__9372	2903	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8064V__8451	2917	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
